real_name,_usecol:well_010_001_060_time:0.35,_usecol:well_010_001_060_time:0.7,_usecol:well_010_001_060_time:1.05,_usecol:well_010_001_060_time:1.4,_usecol:well_010_001_060_time:1.75,_usecol:well_010_001_060_time:2.1,_usecol:well_010_001_060_time:2.45,_usecol:well_010_001_060_time:2.8,_usecol:well_010_001_060_time:3.15,_usecol:well_010_001_060_time:3.5,_usecol:well_010_001_060_time:3.515,_usecol:well_010_001_060_time:3.53,_usecol:well_010_001_060_time:3.545,_usecol:well_010_001_060_time:3.56,_usecol:well_010_001_060_time:3.575,_usecol:well_010_001_060_time:3.59,_usecol:well_010_001_060_time:3.605,_usecol:well_010_001_060_time:3.62,_usecol:well_010_001_060_time:3.635,_usecol:well_010_001_060_time:3.65,_usecol:well_010_001_060_time:3.665,_usecol:well_010_001_060_time:3.68,_usecol:well_010_001_060_time:3.695,_usecol:well_010_001_060_time:3.71,_usecol:well_010_001_060_time:3.725,_usecol:well_010_001_060_time:3.74,_usecol:well_010_001_060_time:3.755,_usecol:well_010_001_060_time:3.77,_usecol:well_010_001_060_time:3.785,_usecol:well_010_001_060_time:3.8,_usecol:well_010_001_060_time:4.15,_usecol:well_010_001_060_time:4.5,_usecol:well_010_001_060_time:4.85,_usecol:well_010_001_060_time:5.2,_usecol:well_010_001_060_time:5.55,_usecol:well_010_001_060_time:5.9,_usecol:well_010_001_060_time:6.25,_usecol:well_010_001_060_time:6.6,_usecol:well_010_001_060_time:6.95,_usecol:well_010_001_060_time:7.3,_usecol:well_020_001_060_time:0.35,_usecol:well_020_001_060_time:0.7,_usecol:well_020_001_060_time:1.05,_usecol:well_020_001_060_time:1.4,_usecol:well_020_001_060_time:1.75,_usecol:well_020_001_060_time:2.1,_usecol:well_020_001_060_time:2.45,_usecol:well_020_001_060_time:2.8,_usecol:well_020_001_060_time:3.15,_usecol:well_020_001_060_time:3.5,_usecol:well_020_001_060_time:3.515,_usecol:well_020_001_060_time:3.53,_usecol:well_020_001_060_time:3.545,_usecol:well_020_001_060_time:3.56,_usecol:well_020_001_060_time:3.575,_usecol:well_020_001_060_time:3.59,_usecol:well_020_001_060_time:3.605,_usecol:well_020_001_060_time:3.62,_usecol:well_020_001_060_time:3.635,_usecol:well_020_001_060_time:3.65,_usecol:well_020_001_060_time:3.665,_usecol:well_020_001_060_time:3.68,_usecol:well_020_001_060_time:3.695,_usecol:well_020_001_060_time:3.71,_usecol:well_020_001_060_time:3.725,_usecol:well_020_001_060_time:3.74,_usecol:well_020_001_060_time:3.755,_usecol:well_020_001_060_time:3.77,_usecol:well_020_001_060_time:3.785,_usecol:well_020_001_060_time:3.8,_usecol:well_020_001_060_time:4.15,_usecol:well_020_001_060_time:4.5,_usecol:well_020_001_060_time:4.85,_usecol:well_020_001_060_time:5.2,_usecol:well_020_001_060_time:5.55,_usecol:well_020_001_060_time:5.9,_usecol:well_020_001_060_time:6.25,_usecol:well_020_001_060_time:6.6,_usecol:well_020_001_060_time:6.95,_usecol:well_020_001_060_time:7.3,_usecol:well_030_001_060_time:0.35,_usecol:well_030_001_060_time:0.7,_usecol:well_030_001_060_time:1.05,_usecol:well_030_001_060_time:1.4,_usecol:well_030_001_060_time:1.75,_usecol:well_030_001_060_time:2.1,_usecol:well_030_001_060_time:2.45,_usecol:well_030_001_060_time:2.8,_usecol:well_030_001_060_time:3.15,_usecol:well_030_001_060_time:3.5,_usecol:well_030_001_060_time:3.515,_usecol:well_030_001_060_time:3.53,_usecol:well_030_001_060_time:3.545,_usecol:well_030_001_060_time:3.56,_usecol:well_030_001_060_time:3.575,_usecol:well_030_001_060_time:3.59,_usecol:well_030_001_060_time:3.605,_usecol:well_030_001_060_time:3.62,_usecol:well_030_001_060_time:3.635,_usecol:well_030_001_060_time:3.65,_usecol:well_030_001_060_time:3.665,_usecol:well_030_001_060_time:3.68,_usecol:well_030_001_060_time:3.695,_usecol:well_030_001_060_time:3.71,_usecol:well_030_001_060_time:3.725,_usecol:well_030_001_060_time:3.74,_usecol:well_030_001_060_time:3.755,_usecol:well_030_001_060_time:3.77,_usecol:well_030_001_060_time:3.785,_usecol:well_030_001_060_time:3.8,_usecol:well_030_001_060_time:4.15,_usecol:well_030_001_060_time:4.5,_usecol:well_030_001_060_time:4.85,_usecol:well_030_001_060_time:5.2,_usecol:well_030_001_060_time:5.55,_usecol:well_030_001_060_time:5.9,_usecol:well_030_001_060_time:6.25,_usecol:well_030_001_060_time:6.6,_usecol:well_030_001_060_time:6.95,_usecol:well_030_001_060_time:7.3
gen=74_member=7324_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.00126347,0.00343128,0.00115617,0.00356058,0.000764632,0.000680402,0.000774557,0.000277183,0.000131531,6.64242e-05,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.013321,0.107206,0.0119996,0.0442421,0.0128424,0.00330064,0.00528727,0.000934258,0.000305646,0.000131301,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.51867,4.50202,0.453173,1.84812,0.86464,0.105575,0.157192,0.0299867,0.00568881,0.00238238
gen=10_member=982_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.00482591,0.00533204,0.0017993,0.00314934,0.00213882,0.00104567,0.000523446,0.000220162,0.000102591,7.81974e-05,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.142595,0.591772,0.0909226,0.0528958,0.0587302,0.0113748,0.00309985,0.00102391,0.000338007,0.000288314,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.72057,5.0861,0.75779,0.26973,0.471702,0.0575332,0.00786624,0.00184735,0.000355367,0.000252461
gen=16_member=1594_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.00481392,0.0194876,0.00449209,0.00928413,0.00464648,0.00177616,0.00106347,0.000346218,0.000181364,0.000189648,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0550692,0.679542,0.111157,0.112687,0.127004,0.0148193,0.00535606,0.00124453,0.000417576,0.000590366,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.78961,8.07904,1.2357,1.48665,2.05652,0.183336,0.052323,0.0147147,0.00294611,0.00468039
gen=57_member=5682_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.0030164,0.0295171,0.0120589,0.00990668,0.00704034,0.00199175,0.000865586,0.00024314,0.000109366,7.43625e-05,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0306111,0.580386,0.217336,0.109181,0.127926,0.0149234,0.00442077,0.00086906,0.000247942,0.000185628,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.42791,8.45654,2.02548,1.64775,2.22964,0.209629,0.0597469,0.0148593,0.00292281,0.00248113
gen=20_member=1942_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.001728,0.00290281,0.000891907,0.0041738,0.000809159,0.000606488,0.00061063,0.000285187,0.000138648,0.00014055,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0301353,0.198743,0.0210453,0.0839654,0.0312745,0.00579061,0.00557807,0.000959688,0.000286553,0.000152965,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.69216,5.59807,0.553362,2.2437,1.20708,0.118317,0.0912106,0.0164317,0.00267557,0.00142992
gen=20_member=1948_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.00122486,0.0238334,0.0306073,0.00792967,0.0148645,0.00283544,0.000925494,0.000319785,6.70051e-05,3.23818e-05,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0241512,0.704763,0.907408,0.13937,0.393945,0.0646727,0.0124058,0.00380649,0.000462132,0.000162179,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.0809,10.6107,5.1411,1.30365,4.91203,0.921774,0.145197,0.0624193,0.00713567,0.00198674
gen=54_member=5332_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,1.83988e-06,3.91199e-06,1.14351e-06,5.64971e-06,8.47298e-07,5.80062e-06,1.08352e-06,2.90823e-07,3.76788e-07,9.99374e-08,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.00863481,0.0536953,0.0066651,0.0530812,0.00421221,0.0131324,0.00540605,0.000631524,0.000741857,0.000194454,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.44286,6.63433,0.87018,4.72505,0.582457,0.44504,0.685574,0.0481026,0.0213326,0.00868159
gen=44_member=4321_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.00209277,0.0107533,0.00409495,0.00532768,0.00296225,0.00125824,0.00117645,0.000385584,0.00025656,0.000157396,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0832977,1.0692,0.481401,0.26048,0.305386,0.0438124,0.0240478,0.00582801,0.00244437,0.0017071,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.53671,9.60562,3.0318,2.32846,2.93926,0.362083,0.167151,0.0490867,0.0116824,0.00949224
gen=56_member=5578_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,2.95482e-05,5.71639e-05,1.64668e-05,8.65457e-05,1.39319e-05,5.3447e-05,1.98356e-05,5.73572e-06,5.50034e-06,1.49687e-06,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0272235,0.191581,0.0408134,0.133162,0.038893,0.025993,0.0228353,0.00267026,0.00194561,0.000528551,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.37087,7.68829,1.44781,4.66542,1.47463,0.370665,0.745163,0.05877,0.0175832,0.00638535
gen=33_member=3241_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.470998,0.141698,0.0172325,0.00405485,0.00530555,0.00565865,0.00391351,0.00331801,0.0034929,0.00492799,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.00618467,0.15001,0.0862461,0.0362832,0.00860745,0.00454949,0.00255393,0.00304573,0.00181407,0.00100411,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,0.721814,2.64614,1.10412,1.01999,0.2229,0.0896743,0.0257683,0.0251623,0.0156488,0.00655967
gen=75_member=7433_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.137631,0.116736,0.0395422,0.0335487,0.0227572,0.014094,0.0111993,0.00815508,0.00548608,0.00390961,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0904941,0.595519,0.136823,0.0848869,0.0962324,0.0228445,0.011115,0.00889936,0.00305967,0.00112082,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.44713,4.16076,0.840928,0.487947,0.896414,0.148567,0.0475691,0.0516997,0.0117053,0.00262167
gen=57_member=5676_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,4.8628e-05,0.000430929,0.000341747,0.000164001,0.000412154,5.71035e-05,7.25374e-05,1.82059e-05,6.24337e-06,5.88417e-06,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0189876,0.30828,0.264033,0.0655159,0.287577,0.0229861,0.0128243,0.00490624,0.000818912,0.000738663,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,0.948991,8.14377,3.67433,1.47713,5.08781,0.456445,0.187992,0.140796,0.0131832,0.00867726
gen=22_member=2152_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.00315442,0.00391526,0.00397047,0.0025259,0.00128589,0.00108847,0.000779743,0.000722072,0.000554184,0.000496049,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0504448,0.149,0.0520608,0.046642,0.0171859,0.0122182,0.0063753,0.00552488,0.00385645,0.0031237,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.43756,2.89906,0.497698,0.46234,0.197271,0.0892361,0.0305777,0.0189373,0.0126243,0.00819212
gen=71_member=7043_diffevol,7.83735,1.07361,0.115661,0.0112546,0.00103627,9.78398e-05,1.06001e-05,1.58806e-06,3.21734e-07,7.69331e-08,9.89577e-08,1.05218e-07,1.05745e-07,1.03893e-07,1.00924e-07,9.73766e-08,9.35485e-08,8.96345e-08,8.57669e-08,8.20559e-08,7.86575e-08,7.59067e-08,7.45622e-08,7.62236e-08,8.38957e-08,1.02581e-07,1.39655e-07,2.04793e-07,3.09311e-07,4.65101e-07,0.000246313,0.00303998,0.00359105,0.000949745,0.00269083,0.000372457,0.000185657,8.1061e-05,1.83466e-05,8.93781e-06,12.1775,3.5944,0.695644,0.12057,0.0204866,0.00375133,0.000749381,0.000179204,4.58886e-05,1.19571e-05,1.3752e-05,1.42506e-05,1.41508e-05,1.37611e-05,1.32367e-05,1.2661e-05,1.20807e-05,1.15229e-05,1.10058e-05,1.05508e-05,1.02149e-05,1.01709e-05,1.08877e-05,1.34592e-05,2.00853e-05,3.45811e-05,6.26737e-05,0.00011186,0.000190807,0.000308531,0.0280692,0.58709,0.683426,0.108131,0.426071,0.05965,0.0133532,0.00503339,0.000633644,0.000220791,18.0726,9.04913,3.11397,0.913337,0.244197,0.0639305,0.0165292,0.00449115,0.001229,0.000333408,0.00032747,0.000312805,0.000294429,0.000274811,0.000255301,0.000236649,0.000219246,0.000203335,0.000189292,0.000178735,0.000178492,0.000214538,0.000371945,0.000886237,0.00230891,0.00571486,0.0128209,0.0258388,0.0470006,0.0779521,1.00761,9.79099,5.00796,1.30978,5.51829,0.914191,0.153474,0.0721949,0.00762401,0.00172726
